,movieid,Cluster,title
2657,2952,153,Sydney (Hard Eight) (1996)
2658,2953,7,Home Alone 2: Lost in New York (1992)
2659,2956,135,Someone to Watch Over Me (1987)
2660,2959,144,Fight Club (1999)
2661,2960,153,Beefcake (1999)
2662,2961,117,"Story of Us, The (1999)"
2663,2962,146,Fever Pitch (1997)
2664,2963,3,Joe the King (1999)
2665,2964,28,Julien Donkey-Boy (1999)
2666,2965,125,"Omega Code, The (1999)"
2667,2966,30,"Straight Story, The (1999)"
2668,2967,107,"Bad Seed, The (1956)"
2669,2968,38,Time Bandits (1981)
2670,2969,111,"Man and a Woman, A (Un homme et une femme) (1966)"
2671,2970,68,Fitzcarraldo (1982)
2672,2971,180,All That Jazz (1979)
2673,2972,40,Red Sorghum (Hong gao liang) (1987)
2674,2973,153,Crimes and Misdemeanors (1989)
2675,2974,19,Bats (1999)
2676,2975,161,"Best Man, The (1999)"
2677,2976,176,Bringing Out the Dead (1999)
2678,2977,179,Crazy in Alabama (1999)
2679,2978,2,Three to Tango (1999)
2680,2979,157,Body Shots (1999)
2681,2981,183,"Brother, Can You Spare a Dime? (1975)"
2682,2982,153,"Guardian, The (1990)"
2683,2983,12,"Ipcress File, The (1965)"
2684,2984,28,On Any Sunday (1971)
2685,2985,139,RoboCop (1987)
2686,2986,172,RoboCop 2 (1990)
2687,2987,158,Who Framed Roger Rabbit? (1988)
2688,2988,67,Melvin and Howard (1980)
2689,2989,130,For Your Eyes Only (1981)
2690,2990,44,Licence to Kill (1989)
2691,2991,153,Live and Let Die (1973)
2692,2992,43,Rawhead Rex (1986)
2693,2993,102,Thunderball (1965)
2694,2994,81,"City, The (Ciudad, La) (1998)"
2695,2995,94,House on Haunted Hill (1999)
2696,2996,167,Music of the Heart (1999)
2697,2997,153,Being John Malkovich (1999)
2698,2998,160,Dreaming of Joseph Lees (1999)
2699,2999,114,Man of the Century (1999)
2700,3000,197,Princess Mononoke (Mononoke-hime) (1997)
2701,3001,20,"Suburbans, The (1999)"
2702,3002,158,My Best Fiend (Mein liebster Feind) (1999)
2703,3003,160,Train of Life (Train de vie) (1998)
2704,3004,89,"Bachelor, The (1999)"
2705,3005,29,"Bone Collector, The (1999)"
2706,3006,24,"Insider, The (1999)"
2707,3007,90,American Movie (1999)
2708,3008,52,Last Night (1998)
2709,3010,94,Rosetta (1999)
2710,3011,190,"They Shoot Horses, Don't They? (1969)"
2711,3012,99,Battling Butler (1926)
2712,3013,44,Bride of Re-Animator (1990)
2713,3014,50,Bustin' Loose (1981)
2714,3015,199,Coma (1978)
2715,3016,40,Creepshow (1982)
2716,3017,80,Creepshow 2 (1987)
2717,3018,38,Re-Animator (1985)
2718,3019,199,Drugstore Cowboy (1989)
2719,3020,40,Falling Down (1993)
2720,3021,97,"Funhouse, The (1981)"
2721,3022,37,"General, The (1926)"
2722,3024,142,Piranha (1978)
2723,3025,24,Rough Night in Jericho (1967)
2724,3026,170,Slaughterhouse (1987)
2725,3028,128,"Taming of the Shrew, The (1967)"
2726,3029,14,Nighthawks (1981)
2727,3030,8,Yojimbo (1961)
2728,3031,77,Repossessed (1990)
2729,3032,124,"Omega Man, The (1971)"
2730,3033,153,Spaceballs (1987)
2731,3034,153,Robin Hood (1973)
2732,3035,153,Mister Roberts (1955)
2733,3036,58,"Quest for Fire (Guerre du feu, La) (1981)"
2734,3037,58,Little Big Man (1970)
2735,3038,195,"Face in the Crowd, A (1957)"
2736,3039,195,Trading Places (1983)
2737,3040,127,Meatballs (1979)
2738,3041,114,Meatballs Part II (1984)
2739,3042,119,Meatballs III (1987)
2740,3043,77,Meatballs 4 (1992)
2741,3044,112,Dead Again (1991)
2742,3045,92,Peter's Friends (1992)
2743,3046,27,"Incredibly True Adventure of Two Girls in Love, The (1995)"
2744,3047,35,Experience Preferred... But Not Essential (1982)
2745,3048,9,Under the Rainbow (1981)
2746,3049,149,How I Won the War (1967)
2747,3050,49,Light It Up (1999)
2748,3051,175,Anywhere But Here (1999)
2749,3052,9,Dogma (1999)
2750,3053,185,"Messenger: The Story of Joan of Arc, The (1999)"
2751,3054,57,Pokémon: The First Movie (1998)
2752,3055,82,Felicia's Journey (1999)
2753,3056,131,Oxygen (1999)
2754,3057,156,Where's Marlowe? (1998)
2755,3058,97,"Ape, The (1940)"
2756,3060,115,"Commitments, The (1991)"
2757,3061,130,Holiday Inn (1942)
2758,3062,20,"Longest Day, The (1962)"
2759,3063,181,Poison Ivy (1992)
2760,3064,60,Poison Ivy: New Seduction (1997)
2761,3066,6,Tora! Tora! Tora! (1970)
2762,3067,27,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988)
2763,3068,107,"Verdict, The (1982)"
2764,3069,192,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)"
2765,3070,78,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)"
2766,3071,78,Stand and Deliver (1988)
2767,3072,78,Moonstruck (1987)
2768,3073,78,"Sandpiper, The (1965)"
2769,3074,44,Jeremiah Johnson (1972)
2770,3075,51,Repulsion (1965)
2771,3076,124,Irma la Douce (1963)
2772,3077,32,42 Up (1998)
2773,3078,8,Liberty Heights (1999)
2774,3079,77,Mansfield Park (1999)
2775,3081,1,Sleepy Hollow (1999)
2776,3082,78,"World Is Not Enough, The (1999)"
2777,3083,78,All About My Mother (Todo sobre mi madre) (1999)
2778,3085,68,"Living Dead Girl, The (Morte Vivante, La) (1982)"
2779,3086,156,Babes in Toyland (1934)
2780,3087,149,Scrooged (1988)
2781,3088,20,Harvey (1950)
2782,3089,165,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948)
2783,3090,158,Matewan (1987)
2784,3091,75,Kagemusha (1980)
2785,3092,51,"47 Samurai (Chûshingura) (Loyal 47 Ronin, The) (1962)"
2786,3093,91,McCabe & Mrs. Miller (1971)
2787,3094,24,Maurice (1987)
2788,3095,57,"Grapes of Wrath, The (1940)"
2789,3096,84,My Man Godfrey (1957)
2790,3097,142,"Shop Around the Corner, The (1940)"
2791,3098,107,"Natural, The (1984)"
2792,3099,124,Shampoo (1975)
2793,3100,97,"River Runs Through It, A (1992)"
2794,3101,22,Fatal Attraction (1987)
2795,3102,158,Jagged Edge (1985)
2796,3103,118,Stanley & Iris (1990)
2797,3104,144,Midnight Run (1988)
2798,3105,180,Awakenings (1990)
2799,3106,182,Come See the Paradise (1990)
2800,3107,160,Backdraft (1991)
2801,3108,122,"Fisher King, The (1991)"
2802,3109,117,"River, The (1984)"
2803,3110,38,Country (1984)
2804,3111,66,Places in the Heart (1984)
2805,3112,111,'night Mother (1986)
2806,3113,191,End of Days (1999)
2807,3114,9,Toy Story 2 (1999)
2808,3115,111,Flawless (1999)
2809,3116,161,Miss Julie (1999)
2810,3117,7,Ride with the Devil (1999)
2811,3118,19,Tumbleweeds (1999)
2812,3119,81,Bay of Blood (a.k.a. Twitch of the Death Nerve) (Reazione a catena) (1971)
2813,3120,152,"Distinguished Gentleman, The (1992)"
2814,3121,81,"Hitch-Hiker, The (1953)"
2815,3122,61,Santa Fe Trail (1940)
2816,3124,131,Agnes Browne (1999)
2817,3125,9,"End of the Affair, The (1999)"
2818,3126,160,"End of the Affair, The (1955)"
2819,3127,152,Holy Smoke (1999)
2820,3128,137,"Map of the World, A (1999)"
2821,3129,20,Sweet and Lowdown (1999)
2822,3130,143,Bonfire of the Vanities (1990)
2823,3132,144,Daddy Long Legs (1919)
2824,3133,20,Go West (1925)
2825,3134,22,Grand Illusion (La grande illusion) (1937)
2826,3135,27,"Great Santini, The (1979)"
2827,3137,38,"Sea Wolves, The (1980)"
2828,3138,69,Stealing Home (1988)
2829,3139,111,Tarzan the Fearless (1933)
2830,3140,107,Three Ages (1923)
2831,3141,50,"Two Jakes, The (1990)"
2832,3142,76,U2: Rattle and Hum (1988)
2833,3143,149,Hell in the Pacific (1968)
2834,3144,14,"Glass Bottom Boat, The (1966)"
2835,3145,86,Cradle Will Rock (1999)
2836,3146,80,Deuce Bigalow: Male Gigolo (1999)
2837,3147,74,"Green Mile, The (1999)"
2838,3148,22,"Cider House Rules, The (1999)"
2839,3149,94,Diamonds (1999)
2840,3150,62,"War Zone, The (1999)"
2841,3152,153,"Last Picture Show, The (1971)"
2842,3153,95,"7th Voyage of Sinbad, The (1958)"
2843,3154,11,Blood on the Sun (1945)
2844,3155,21,Anna and the King (1999)
2845,3156,94,Bicentennial Man (1999)
2846,3157,196,Stuart Little (1999)
2847,3158,2,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)"
2848,3159,65,Fantasia 2000 (1999)
2849,3160,59,Magnolia (1999)
2850,3161,6,Onegin (1999)
2851,3162,68,Simpatico (1999)
2852,3163,16,Topsy-Turvy (1999)
2853,3165,111,Boiling Point (1993)
2854,3166,134,Brenda Starr (1989)
2855,3167,22,Carnal Knowledge (1971)
2856,3168,146,Easy Rider (1969)
2857,3169,2,The Falcon and the Snowman (1985)
2858,3171,51,Room at the Top (1959)
2859,3172,99,Ulysses (Ulisse) (1954)
2860,3173,137,Any Given Sunday (1999)
2861,3174,158,Man on the Moon (1999)
2862,3175,181,Galaxy Quest (1999)
2863,3176,63,"Talented Mr. Ripley, The (1999)"
2864,3177,94,Next Friday (2000)
2865,3178,193,"Hurricane, The (1999)"
2866,3179,186,Angela's Ashes (1999)
2867,3180,88,Play it to the Bone (1999)
2868,3181,115,Titus (1999)
2869,3182,162,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)"
2870,3183,51,"Third Miracle, The (1999)"
2871,3185,142,Snow Falling on Cedars (1999)
2872,3186,162,"Girl, Interrupted (1999)"
2873,3188,87,"Life and Times of Hank Greenberg, The (1998)"
2874,3189,179,My Dog Skip (1999)
2875,3190,49,Supernova (2000)
2876,3192,22,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)"
2877,3194,22,"Way We Were, The (1973)"
2878,3196,137,Stalag 17 (1953)
2879,3197,34,"Presidio, The (1988)"
2880,3198,33,Papillon (1973)
2881,3199,12,Pal Joey (1957)
2882,3200,33,"Last Detail, The (1973)"
2883,3201,105,Five Easy Pieces (1970)
2884,3202,117,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971)
2885,3203,67,Dead Calm (1989)
2886,3204,106,"Boys from Brazil, The (1978)"
2887,3205,143,Black Sunday (La maschera del demonio) (1960)
2888,3206,76,Against All Odds (1984)
2889,3207,111,"Snows of Kilimanjaro, The (1952)"
2890,3208,67,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993)
2891,3210,76,Fast Times at Ridgemont High (1982)
2892,3211,186,"Cry in the Dark, A (1988)"
2893,3213,111,Batman: Mask of the Phantasm (1993)
2894,3214,131,American Flyers (1985)
2895,3215,84,Voyage of the Damned (1976)
2896,3216,89,"Vampyros Lesbos (Vampiras, Las) (1971)"
2897,3217,60,"Star Is Born, A (1937)"
2898,3218,157,Poison (1991)
2899,3219,14,Pacific Heights (1990)
2900,3221,184,"Draughtsman's Contract, The (1982)"
2901,3222,193,Carmen (1984)
2902,3223,60,"Zed & Two Noughts, A (1985)"
2903,3224,60,Woman in the Dunes (Suna no onna) (1964)
2904,3225,193,Down to You (2000)
2905,3230,60,"Odessa File, The (1974)"
2906,3232,60,Seven Chances (1925)
2907,3235,7,Where the Buffalo Roam (1980)
2908,3238,54,Eye of the Beholder (1999)
2909,3239,98,Isn't She Great? (2000)
2910,3240,161,"Big Tease, The (1999)"
2911,3241,136,"Cup, The (Phörpa) (1999)"
2912,3242,20,Santitos (1999)
2913,3243,46,Encino Man (1992)
2914,3244,46,"Goodbye Girl, The (1977)"
2915,3245,96,I Am Cuba (Soy Cuba/Ya Kuba) (1964)
2916,3246,130,Malcolm X (1992)
2917,3247,84,Sister Act (1992)
2918,3248,199,Sister Act 2: Back in the Habit (1993)
2919,3249,107,"Hand That Rocks the Cradle, The (1992)"
2920,3250,84,Alive (1993)
2921,3251,132,Agnes of God (1985)
2922,3252,108,Scent of a Woman (1992)
2923,3253,144,Wayne's World (1992)
2924,3254,108,Wayne's World 2 (1993)
2925,3255,16,"League of Their Own, A (1992)"
2926,3256,87,Patriot Games (1992)
2927,3257,108,"Bodyguard, The (1992)"
2928,3258,108,Death Becomes Her (1992)
2929,3259,68,Far and Away (1992)
2930,3260,184,Howards End (1992)
2931,3261,123,Singles (1992)
2932,3262,40,Twin Peaks: Fire Walk with Me (1992)
2933,3263,122,White Men Can't Jump (1992)
2934,3264,157,Buffy the Vampire Slayer (1992)
2935,3265,81,Hard-Boiled (Lat sau san taam) (1992)
2936,3266,185,Man Bites Dog (C'est arrivé près de chez vous) (1992)
2937,3267,42,"Mariachi, El (1992)"
2938,3268,160,Stop! Or My Mom Will Shoot (1992)
2939,3269,28,Forever Young (1992)
2940,3270,13,"Cutting Edge, The (1992)"
2941,3271,134,Of Mice and Men (1992)
2942,3272,37,Bad Lieutenant (1992)
2943,3273,37,Scream 3 (2000)
2944,3274,49,Single White Female (1992)
2945,3275,33,"Boondock Saints, The (2000)"
2946,3276,33,Gun Shy (2000)
2947,3281,153,"Brandon Teena Story, The (1998)"
2948,3282,72,Different for Girls (1996)
2949,3283,115,Minnie and Moskowitz (1971)
2950,3284,114,They Might Be Giants (1971)
2951,3285,114,"Beach, The (2000)"
2952,3286,8,Snow Day (2000)
2953,3287,193,"Tigger Movie, The (2000)"
2954,3289,82,Not One Less (Yi ge dou bu neng shao) (1999)
2955,3292,28,"Big Combo, The (1955)"
2956,3294,192,Eaten Alive (1977)
2957,3295,44,Raining Stones (1993)
2958,3296,184,To Sir with Love (1967)
2959,3298,174,Boiler Room (2000)
2960,3299,84,Hanging Up (2000)
2961,3300,196,Pitch Black (2000)
2962,3301,124,"Whole Nine Yards, The (2000)"
2963,3302,153,Beautiful People (1999)
2964,3303,67,Black Tar Heroin: The Dark End of the Street (2000)
2965,3304,160,Blue Collar (1978)
2966,3305,160,Bluebeard (1944)
2967,3306,160,"Circus, The (1928)"
2968,3307,33,City Lights (1931)
2969,3308,104,"Flamingo Kid, The (1984)"
2970,3309,1,"Dog's Life, A (1918)"
2971,3310,46,"Kid, The (1921)"
2972,3311,176,"Man from Laramie, The (1955)"
2973,3313,176,Class Reunion (1982)
2974,3316,1,Reindeer Games (2000)
2975,3317,78,Wonder Boys (2000)
2976,3318,173,Deterrence (1999)
2977,3319,130,Judy Berlin (1999)
2978,3320,147,Mifune's Last Song (Mifunes sidste sang) (1999)
2979,3322,78,3 Strikes (2000)
2980,3323,20,Chain of Fools (2000)
2981,3324,54,Drowning Mona (2000)
2982,3325,156,"Next Best Thing, The (2000)"
2983,3326,27,What Planet Are You From? (2000)
2984,3327,58,Beyond the Mat (1999)
2985,3328,78,Ghost Dog: The Way of the Samurai (1999)
2986,3329,46,The Year My Voice Broke (1987)
2987,3330,28,Splendor in the Grass (1961)
2988,3331,143,My Tutor (1983)
2989,3333,3,"Killing of Sister George, The (1968)"
2990,3334,67,Key Largo (1948)
2991,3335,11,Jail Bait (1954)
2992,3338,170,For All Mankind (1989)
2993,3339,42,Cross of Iron (1977)
2994,3340,44,Bride of the Monster (1955)
2995,3341,177,Born Yesterday (1950)
2996,3342,188,Birdy (1984)
2997,3343,53,And God Created Woman (1988)
2998,3344,42,Blood Feast (1963)
2999,3345,158,"Charlie, the Lonesome Cougar (1967)"
3000,3347,190,Never Cry Wolf (1983)
3001,3349,40,"Perils of Pauline, The (1947)"
3002,3350,6,"Raisin in the Sun, A (1961)"
3003,3351,68,Two Thousand Maniacs! (1964)
3004,3354,23,Mission to Mars (2000)
3005,3355,171,"Ninth Gate, The (1999)"
3006,3357,73,East-West (Est-ouest) (1999)
3007,3358,24,Defending Your Life (1991)
3008,3359,142,Breaking Away (1979)
3009,3360,122,Hoosiers (a.k.a. Best Shot) (1986)
3010,3361,7,Bull Durham (1988)
3011,3362,98,Dog Day Afternoon (1975)
3012,3363,123,American Graffiti (1973)
3013,3364,101,"Asphalt Jungle, The (1950)"
3014,3365,92,"Searchers, The (1956)"
3015,3367,135,"Devil's Brigade, The (1968)"
3016,3368,37,"Big Country, The (1958)"
3017,3370,98,Betrayed (1988)
3018,3371,177,Bound for Glory (1976)
3019,3372,169,"Bridge at Remagen, The (1969)"
3020,3373,78,Buck and the Preacher (1972)
3021,3374,6,Daughters of the Dust (1991)
3022,3375,78,Destination Moon (1950)
3023,3377,78,Hangmen Also Die! (1943)
3024,3378,183,"Ogre, The (Unhold, Der) (1996)"
3025,3379,176,On the Beach (1959)
3026,3384,127,"Taking of Pelham One Two Three, The (1974)"
3027,3385,109,Volunteers (1985)
3028,3386,37,JFK (1991)
3029,3387,67,Who's Harry Crumb? (1989)
3030,3388,177,Harry and the Hendersons (1987)
3031,3389,88,Let's Get Harry (1986)
3032,3390,36,Shanghai Surprise (1986)
3033,3391,98,Who's That Girl? (1987)
3034,3392,105,She-Devil (1989)
3035,3393,24,Date with an Angel (1987)
3036,3394,82,Blind Date (1987)
3037,3395,31,Nadine (1987)
3038,3396,76,"Muppet Movie, The (1979)"
3039,3397,27,"Great Muppet Caper, The (1981)"
3040,3398,40,"Muppets Take Manhattan, The (1984)"
3041,3399,198,Sesame Street Presents Follow That Bird (1985)
3042,3400,113,We're Back! A Dinosaur's Story (1993)
3043,3401,5,Baby... Secret of the Lost Legend (1985)
3044,3402,57,Turtle Diary (1985)
3045,3403,67,Raise the Titanic (1980)
3046,3404,69,Titanic (1953)
3047,3405,101,"Night to Remember, A (1958)"
3048,3406,130,Captain Horatio Hornblower R.N. (1951)
3049,3408,12,Erin Brockovich (2000)
3050,3409,67,Final Destination (2000)
3051,3410,3,Soft Fruit (1999)
3052,3412,133,"Bear, The (Ours, L') (1988)"
3053,3413,184,Impact (1949)
3054,3414,54,Love Is a Many-Splendored Thing (1955)
3055,3415,29,"Mirror, The (Zerkalo) (1975)"
3056,3417,142,"Crimson Pirate, The (1952)"
3057,3418,63,Thelma & Louise (1991)
3058,3419,126,Something for Everyone (1970)
3059,3420,156,...And Justice for All (1979)
3060,3421,97,Animal House (1978)
3061,3422,95,She's Gotta Have It (1986)
3062,3423,8,School Daze (1988)
3063,3424,157,Do the Right Thing (1989)
3064,3425,145,Mo' Better Blues (1990)
3065,3426,5,Jungle Fever (1991)
3066,3427,51,Coogan's Bluff (1968)
3067,3428,86,"Champ, The (1979)"
3068,3429,89,Creature Comforts (1989)
3069,3430,176,Death Wish (1974)
3070,3431,104,Death Wish 2 (1982)
3071,3432,22,Death Wish 3 (1985)
3072,3433,186,Death Wish 4: The Crackdown (1987)
3073,3434,81,Death Wish 5: The Face of Death (1994)
3074,3435,20,Double Indemnity (1944)
3075,3436,168,Dying Young (1991)
3076,3437,13,Cool as Ice (1991)
3077,3438,81,Teenage Mutant Ninja Turtles (1990)
3078,3439,135,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)
3079,3440,135,Teenage Mutant Ninja Turtles III (1993)
3080,3441,160,Red Dawn (1984)
3081,3442,78,Band of the Hand (1986)
3082,3443,160,Born American (1986)
3083,3444,191,Bloodsport (1988)
3084,3445,16,Eyes of Laura Mars (1978)
3085,3446,58,Funny Bones (1995)
3086,3447,109,"Good Earth, The (1937)"
3087,3448,162,"Good Morning, Vietnam (1987)"
3088,3449,110,"Good Mother, The (1988)"
3089,3450,14,Grumpy Old Men (1993)
3090,3451,25,Guess Who's Coming to Dinner (1967)
3091,3452,90,Romeo Must Die (2000)
3092,3453,111,Here on Earth (2000)
3093,3454,57,Whatever It Takes (2000)
3094,3456,168,"Color of Paradise, The (Rang-e khoda) (1999)"
3095,3457,137,Waking the Dead (2000)
3096,3459,177,Gothic (1986)
3097,3461,2,Lord of the Flies (1963)
3098,3462,129,Modern Times (1936)
3099,3463,12,Last Resort (National Lampoon's Last Resort) (1994)
3100,3465,76,That's Life! (1986)
3101,3466,98,Heart and Souls (1993)
3102,3467,98,Hud (1963)
3103,3468,156,"Hustler, The (1961)"
3104,3469,152,Inherit the Wind (1960)
3105,3470,181,Dersu Uzala (1975)
3106,3471,40,Close Encounters of the Third Kind (1977)
3107,3472,143,"Horror Hotel (a.k.a. City of the Dead, The) (1960)"
3108,3473,42,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976)
3109,3474,3,Retroactive (1997)
3110,3475,77,"Place in the Sun, A (1951)"
3111,3476,81,Jacob's Ladder (1990)
3112,3477,75,Empire Records (1995)
3113,3478,85,"Bamba, La (1987)"
3114,3479,28,Ladyhawke (1985)
3115,3480,36,Lucas (1986)
3116,3481,2,High Fidelity (2000)
3117,3483,105,"Road to El Dorado, The (2000)"
3118,3484,3,"Skulls, The (2000)"
3119,3486,77,Devil Girl From Mars (1954)
3120,3487,135,El Dorado (1966)
3121,3488,183,"Hideous Sun Demon, The (1959)"
3122,3489,5,Hook (1991)
3123,3490,162,Horror Express (1972)
3124,3491,15,My Chauffeur (1986)
3125,3492,154,"Son of the Sheik, The (1926)"
3126,3493,58,Torso (1973)
3127,3494,177,True Grit (1969)
3128,3495,76,Roadside Prophets (1992)
3129,3496,111,Madame Sousatzka (1988)
3130,3497,139,Max Dugan Returns (1983)
3131,3498,53,Midnight Express (1978)
3132,3499,54,Misery (1990)
3133,3500,69,Mr. Saturday Night (1992)
3134,3501,49,Murphy's Romance (1985)
3135,3502,105,My Life (1993)
3136,3503,181,Solaris (Solyaris) (1972)
3137,3504,74,Network (1976)
3138,3505,153,No Way Out (1987)
3139,3506,189,North Dallas Forty (1979)
3140,3507,111,"Odd Couple, The (1968)"
3141,3508,111,"Outlaw Josey Wales, The (1976)"
3142,3509,149,Black and White (1999)
3143,3510,42,Frequency (2000)
3144,3511,135,Ready to Rumble (2000)
3145,3512,135,Return to Me (2000)
3146,3513,139,Rules of Engagement (2000)
3147,3514,153,Joe Gould's Secret (2000)
3148,3515,153,Me Myself I (2000)
3149,3516,81,"Bell, Book and Candle (1958)"
3150,3518,5,"End of Violence, The (1997)"
3151,3519,176,Force 10 from Navarone (1978)
3152,3520,65,How to Stuff a Wild Bikini (1965)
3153,3521,54,Mystery Train (1989)
3154,3522,107,Sacco and Vanzetti (Sacco e Vanzetti) (1971)
3155,3523,117,Taffin (1988)
3156,3524,33,Arthur (1981)
3157,3525,42,Bachelor Party (1984)
3158,3526,33,Parenthood (1989)
3159,3527,37,Predator (1987)
3160,3528,193,"Prince of Tides, The (1991)"
3161,3529,89,"Postman Always Rings Twice, The (1981)"
3162,3530,49,Smoking/No Smoking (1993)
3163,3531,49,All the Vermeers in New York (1990)
3164,3533,49,"Actor's Revenge, An (Yukinojô henge) (1963)"
3165,3534,49,28 Days (2000)
